Datetime,H6
2014-10-31T00:00,124.093
2014-10-31T00:15,73.177
2014-10-31T00:30,73.177
2014-10-31T00:45,112.058
2014-10-31T01:00,194.633
2014-10-31T01:15,73.436
2014-10-31T01:30,73.436
2014-10-31T01:45,141.514
2014-10-31T02:00,267.094
2014-10-31T02:15,73.712
2014-10-31T02:30,73.712
2014-10-31T02:45,73.712
2014-10-31T03:00,214.843
2014-10-31T03:15,86.721
2014-10-31T03:30,73.829
2014-10-31T03:45,131.994
2014-10-31T04:00,157.79
2014-10-31T04:15,73.887
2014-10-31T04:30,73.887
2014-10-31T04:45,86.99
2014-10-31T05:00,223.479
2014-10-31T05:15,84.409
2014-10-31T05:30,84.469
2014-10-31T05:45,84.415
2014-10-31T06:00,202.555
2014-10-31T06:15,115.827
2014-10-31T06:30,73.53
2014-10-31T06:45,104.781
2014-10-31T07:00,199.343
2014-10-31T07:15,73.545
2014-10-31T07:30,73.639
2014-10-31T07:45,215.656
2014-10-31T08:00,77.076
2014-10-31T08:15,189.396
2014-10-31T08:30,202.636
2014-10-31T08:45,300.072
2014-10-31T09:00,123.969
2014-10-31T09:15,79.849
2014-10-31T09:30,72.902
2014-10-31T09:45,220.045
2014-10-31T10:00,249.92
2014-10-31T10:15,229.262
2014-10-31T10:30,231.213
2014-10-31T10:45,390.477
2014-10-31T11:00,389.0
2014-10-31T11:15,306.065
2014-10-31T11:30,280.242
2014-10-31T11:45,111.36
2014-10-31T12:00,202.558
2014-10-31T12:15,82.115
2014-10-31T12:30,72.709
2014-10-31T12:45,635.188
2014-10-31T13:00,667.19
2014-10-31T13:15,295.104
2014-10-31T13:30,71.128
2014-10-31T13:45,71.128
2014-10-31T14:00,97.042
2014-10-31T14:15,404.531
2014-10-31T14:30,303.312
2014-10-31T14:45,303.03
2014-10-31T15:00,293.212
2014-10-31T15:15,430.539
2014-10-31T15:30,313.186
2014-10-31T15:45,284.23
2014-10-31T16:00,283.328
2014-10-31T16:15,351.767
2014-10-31T16:30,395.071
2014-10-31T16:45,283.171
2014-10-31T17:00,296.421
2014-10-31T17:15,1172.407
2014-10-31T17:30,2344.984
2014-10-31T17:45,1943.913
2014-10-31T18:00,824.501
2014-10-31T18:15,828.807
2014-10-31T18:30,831.622
2014-10-31T18:45,991.361
2014-10-31T19:00,713.811
2014-10-31T19:15,661.432
2014-10-31T19:30,645.378
2014-10-31T19:45,775.51
2014-10-31T20:00,502.282
2014-10-31T20:15,289.122
2014-10-31T20:30,284.226
2014-10-31T20:45,323.923
2014-10-31T21:00,420.529
2014-10-31T21:15,283.891
2014-10-31T21:30,296.838
2014-10-31T21:45,290.329
2014-10-31T22:00,389.644
2014-10-31T22:15,167.923
